record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[SPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],record.developer.0.Elevation[Meters],
"852365841","626489705","159284655","2462.31","64.39999999999998","3.294","75.0","39.5","255.0","6.71","50.43","1089.0","300","161","92","9","1","0.5","64.39999999999998","3.294","292","92","230","6.0","78","12.875","2",
"852365842","626490088","159284530","2465.95","64.39999999999998","3.303","75.0","39.75","257.0","6.71","50.43","1097.0","300","159","93","9","1","0.0","64.39999999999998","3.303","285","92","230","6.125","78","12.75","2",
"852365843","626490416","159284377","2469.13","64.39999999999998","3.312","75.0","40.0","257.0","6.71","50.43","1099.0","300","160","93","9","1","0.0","64.39999999999998","3.312","290","92","230","6.125","78","12.75","3",
"852365844","626490723","159284219","2472.12","64.39999999999998","3.312","75.0","39.75","257.0","6.62","50.43","1107.0","300","161","93","9","1","0.0","64.39999999999998","3.312","288","92","230","6.125","78","12.75","3",
"852365845","626491063","159284130","2475.34","64.39999999999998","3.312","75.0","39.5","255.0","6.62","50.43","1117.0","300","160","92","9","1","0.5","64.39999999999998","3.312","291","92","232","6.0","78","12.75","2",
"852365846","626491376","159284002","2478.35","64.39999999999998","3.303","75.0","39.5","254.0","6.71","50.43","1098.0","300","161","93","9","1","0.0","64.39999999999998","3.303","291","92","230","6.125","78","12.875","2",
"852365847","626491730","159283795","2481.84","64.39999999999998","3.303","75.0","39.5","254.0","6.71","50.25","1075.0","300","160","93","9","1","0.0","64.39999999999998","3.303","298","92","228","6.125","79","13.0","3",
"852365848","626492143","159283708","2485.72","64.39999999999998","3.303","74.0","39.5","252.0","6.71","50.25","1064.0","300","161","93","9","1","0.5","64.39999999999998","3.303","296","93","228","6.125","79","13.125","3",
"852365849","626492496","159283607","2489.06","64.39999999999998","3.303","74.0","39.25","251.0","6.71","50.25","1060.0","300","160","93","9","1","0.5","64.39999999999998","3.303","306","94","228","6.125","79","12.875","3",
"852365850","626492974","159283553","2493.53","64.39999999999998","3.331","73.0","39.0","250.0","6.71","50.12","1060.0","300","161","93","9","1","0.5","64.39999999999998","3.331","295","94","230","6.125","79","12.875","3",
"852365851","626493430","159283474","2497.81","64.39999999999998","3.34","74.0","38.75","249.0","6.81","50.12","1062.0","300","160","93","9","1","0.5","64.39999999999998","3.34","300","93","230","5.875","78","12.375","3",
"852365852","626493858","159283387","2501.83","64.60000000000002","3.387","74.0","38.75","248.0","6.81","50.12","1062.0","300","161","93","9","1","0.5","64.60000000000002","3.387","307","93","228","5.875","78","12.375","3",
"852365853","626494341","159283299","2506.36","64.60000000000002","3.443","74.0","38.75","248.0","6.62","50.12","1085.0","300","160","93","9","1","0.5","64.60000000000002","3.443","307","93","228","5.875","78","12.375","3",
"852365854","626494777","159283142","2510.52","64.60000000000002","3.499","73.0","38.25","244.0","6.53","50.0","1107.0","300","160","94","9","1","0.0","64.60000000000002","3.499","311","94","228","5.875","78","12.25","3",
"852365855","626495266","159283056","2515.1","64.60000000000002","3.602","73.0","38.25","245.0","6.53","49.87","1120.0","300","160","94","9","1","0.0","64.60000000000002","3.602","313","93","226","5.875","78","12.375","3",
"852365856","626495697","159282958","2519.16","64.60000000000002","3.714","73.0","38.75","246.0","6.43","49.87","1149.0","300","159","94","9","1","0.0","64.60000000000002","3.714","305","93","226","5.875","78","12.375","3",
"852365857","626496167","159282900","2523.56","64.60000000000002","3.76","73.0","38.75","247.0","6.25","49.87","1243.0","300","160","94","9","1","0.0","64.60000000000002","3.76","308","94","222","5.875","78","12.875","2",
"852365858","626496563","159282817","2527.28","64.60000000000002","3.798","73.0","39.25","250.0","6.12","50.0","1243.0","300","159","94","9","1","0.0","64.60000000000002","3.798","302","94","222","5.875","78","13.375","2",
"852365859","626496961","159282732","2531.02","64.60000000000002","3.816","73.0","39.5","251.0","6.03","50.09","1238.0","300","160","94","9","1","0.0","64.60000000000002","3.816","302","94","230","6.0","78","12.5","2",
"852365860","626497330","159282634","2534.51","64.60000000000002","3.816","73.0","39.5","251.0","5.84","50.18","1242.0","300","160","94","9","1","0.0","64.60000000000002","3.816","293","93","228","5.875","77","13.0","3",
"852365861","626497685","159282534","2537.87","64.60000000000002","3.816","73.0","39.25","251.0","5.84","50.18","1242.0","300","160","94","9","1","0.0","64.60000000000002","3.816","296","94","228","5.75","77","12.875","3",
"852365862","626498043","159282425","2541.26","64.60000000000002","3.798","72.2","39.25","250.0","5.84","50.18","1230.0","300","159","94","9","1","0.5","64.60000000000002","3.798","298","93","230","5.875","77","13.0","3",
"852365863","626498434","159282332","2544.95","64.39999999999998","3.779","72.2","39.25","250.0","5.84","50.18","1220.0","300","160","94","9","1","0.0","64.39999999999998","3.779","299","93","230","5.875","77","12.875","3",
"852365864","626498792","159282283","2548.29","64.39999999999998","3.76","73.0","39.25","250.0","5.84","50.18","1209.0","300","160","94","9","1","0.0","64.39999999999998","3.76","303","94","228","5.875","78","12.875","3",
"852365865","626499136","159282251","2551.51","64.39999999999998","3.76","73.0","39.25","251.0","5.84","50.18","1204.0","300","161","94","9","1","0.0","64.39999999999998","3.76","295","93","228","5.875","78","13.0","3",
"852365866","626499495","159282229","2554.85","64.39999999999998","3.742","73.0","39.25","251.0","5.93","50.28","1192.0","300","159","94","9","1","0.0","64.39999999999998","3.742","296","93","228","5.875","78","12.75","3",
"852365867","626499818","159282197","2557.88","64.39999999999998","3.723","73.0","39.25","250.0","5.93","50.37","1182.0","300","160","94","9","1","0.0","64.39999999999998","3.723","301","94","228","6.0","78","12.875","3",
"852365868","626500184","159282136","2561.31","64.20000000000005","3.695","73.0","39.25","250.0","5.93","50.37","1179.0","300","160","94","9","1","0.0","64.20000000000005","3.695","311","94","226","5.875","78","13.0","3",
"852365869","626500524","159282076","2564.5","64.20000000000005","3.639","73.0","39.25","250.0","6.03","50.37","1167.0","300","160","93","9","1","0.5","64.20000000000005","3.639","303","93","226","6.0","78","13.0","3",
"852365870","626500804","159281992","2567.16","64.20000000000005","3.63","73.0","39.25","250.0","6.25","50.37","1147.0","300","160","93","9","1","0.5","64.20000000000005","3.63","308","93","226","5.875","78","12.875","3",
"852365871","626501131","159281903","2570.24","64.20000000000005","3.527","74.0","39.25","250.0","6.25","50.37","1131.0","300","160","93","9","1","0.5","64.20000000000005","3.527","295","93","230","5.875","78","12.875","3",
"852365872","626501450","159281806","2573.26","64.20000000000005","3.48","74.0","39.25","251.0","6.34","50.28","1112.0","300","160","93","9","1","0.5","64.20000000000005","3.48","286","94","230","5.875","78","12.875","3",
"852365873","626501875","159281773","2577.23","64.20000000000005","3.452","74.0","39.25","251.0","6.43","50.28","1082.0","300","160","93","9","1","0.5","64.20000000000005","3.452","297","93","230","5.875","77","12.875","3",
"852365874","626502230","159281657","2580.61","64.20000000000005","3.452","73.0","39.5","252.0","6.43","50.28","1074.0","300","161","94","9","1","0.0","64.20000000000005","3.452","294","93","232","5.875","77","12.875","3",
"852365875","626502607","159281549","2584.17","64.20000000000005","3.443","72.2","40.0","253.0","6.43","50.28","1067.0","300","160","94","9","1","0.0","64.20000000000005","3.443","300","93","230","5.875","77","12.875","3",
"852365876","626503002","159281485","2587.87","64.20000000000005","3.452","73.0","39.75","253.0","6.53","50.28","1065.0","300","161","94","9","1","0.0","64.20000000000005","3.452","301","94","230","5.875","78","13.0","3",
"852365877","626503384","159281407","2591.46","64.20000000000005","3.452","73.0","39.5","251.0","6.53","50.28","1067.0","300","160","94","9","1","0.0","64.20000000000005","3.452","295","94","226","5.875","77","12.875","2",
"852365878","626503860","159281332","2595.92","64.39999999999998","3.452","72.2","39.5","250.0","6.53","50.28","1069.0","300","160","94","9","1","0.5","64.39999999999998","3.452","286","93","226","5.75","77","13.0","2",
"852365879","626504228","159281144","2599.49","64.39999999999998","3.462","73.0","39.75","252.0","6.53","50.28","1079.0","300","160","94","9","1","0.5","64.39999999999998","3.462","286","95","228","5.75","77","12.875","2",
"852365880","626504605","159281017","2603.08","64.39999999999998","3.49","73.0","40.0","253.0","6.53","50.18","1103.0","300","161","94","9","1","0.5","64.39999999999998","3.49","289","94","230","5.75","77","12.75","3",
"852365881","626504905","159280845","2606.04","64.60000000000002","3.49","73.0","39.75","253.0","6.43","50.18","1110.0","300","161","94","9","1","0.5","64.60000000000002","3.49","288","94","228","5.625","76","13.0","3",
"852365882","626505248","159280723","2609.31","64.60000000000002","3.49","73.0","39.5","251.0","6.43","50.09","1122.0","300","161","94","9","1","0.0","64.60000000000002","3.49","292","94","228","5.75","77","13.125","3",
"852365883","626505577","159280393","2612.76","64.60000000000002","3.48","75.0","39.75","254.0","6.53","50.09","1122.0","300","161","93","9","1","0.5","64.60000000000002","3.48","295","93","228","5.875","78","13.625","3",
"852365884","626505926","159280278","2616.07","64.60000000000002","3.48","75.0","39.75","256.0","6.53","50.09","1121.0","300","161","93","9","1","0.0","64.60000000000002","3.48","287","93","228","5.875","78","13.125","3",
"852365885","626506378","159280219","2620.31","64.60000000000002","3.48","75.0","39.25","253.0","6.62","50.18","1119.0","300","162","93","9","1","0.0","64.60000000000002","3.48","295","92","228","6.125","79","12.875","3",
"852365886","626506832","159280146","2624.55","65.0","3.48","75.0","39.75","255.0","6.53","50.18","1116.0","300","161","93","9","1","0.5","65.0","3.48","292","92","228","6.125","79","12.875","3",
"852365887","626507323","159280122","2629.13","65.20000000000005","3.499","75.0","39.75","255.0","6.34","50.18","1111.0","300","162","93","9","1","0.5","65.20000000000005","3.499","307","93","228","6.125","79","12.875","3",
"852365888","626507701","159279984","2632.73","65.20000000000005","3.518","74.0","39.5","252.0","6.34","50.18","1130.0","300","161","94","9","1","0.0","65.20000000000005","3.518","312","93","228","6.125","79","12.625","3",
"852365889","626508121","159279923","2636.66","65.20000000000005","3.536","74.0","39.5","252.0","6.34","50.28","1159.0","300","161","94","9","1","0.0","65.20000000000005","3.536","319","95","230","6.0","78","13.0","3",
"852365890","626508525","159279934","2640.43","65.20000000000005","3.546","74.0","39.5","252.0","6.25","50.28","1165.0","300","162","93","9","1","0.5","65.20000000000005","3.546","316","93","224","5.875","78","13.125","3",
"852365891","626508958","159279921","2644.46","65.20000000000005","3.555","74.0","39.75","252.0","6.25","50.37","1164.0","300","161","94","9","1","0.0","65.20000000000005","3.555","314","93","226","6.0","78","13.0","3",
"852365892","626509377","159279786","2648.44","65.20000000000005","3.555","74.0","39.5","251.0","6.25","50.37","1171.0","300","162","94","9","1","0.5","65.20000000000005","3.555","315","93","228","6.0","78","13.0","3",
"852365893","626509725","159279595","2651.85","65.20000000000005","3.574","74.0","39.25","250.0","6.12","50.46","1175.0","300","162","94","9","1","0.0","65.20000000000005","3.574","317","94","228","6.0","78","12.875","4",
"852365894","626510111","159279467","2655.52","65.20000000000005","3.583","73.0","38.75","248.0","6.03","50.46","1181.0","300","162","94","9","1","0.0","65.20000000000005","3.583","325","93","228","6.0","78","12.875","4",
"852365895","626510487","159279408","2659.04","65.39999999999998","3.583","74.0","38.5","248.0","6.03","50.34","1182.0","300","162","93","9","1","0.5","65.39999999999998","3.583","330","94","230","5.875","77","12.875","4",
"852365896","626510912","159279359","2663.02","65.60000000000002","3.583","75.0","38.75","250.0","6.12","50.34","1179.0","300","162","93","9","1","0.5","65.60000000000002","3.583","335","94","230","5.875","77","12.875","4",
"852365897","626511247","159279216","2666.23","65.79999999999995","3.583","76.0","38.75","251.0","6.25","50.34","1178.0","300","162","92","9","1","0.5","65.79999999999995","3.583","322","92","230","5.875","77","12.625","4",
"852365898","626511637","159279148","2669.89","66.0","3.592","76.0","38.75","251.0","6.25","50.25","1175.0","300","162","92","9","1","0.5","66.0","3.592","328","92","232","5.875","77","12.625","4",
"852365899","626511998","159278997","2673.35","66.0","3.592","76.0","38.75","251.0","6.25","50.25","1167.0","300","162","92","9","1","0.5","66.0","3.592","328","92","234","5.875","77","12.625","4",
"852365900","626512356","159278904","2676.72","66.0","3.592","75.0","38.5","250.0","6.25","50.25","1166.0","300","161","92","9","1","0.5","66.0","3.592","326","93","236","6.0","78","12.75","4",
"852365901","626512693","159278931","2679.82","65.79999999999995","3.592","75.0","38.5","249.0","6.25","50.37","1160.0","300","160","92","9","1","0.5","65.79999999999995","3.592","316","92","240","6.0","77","12.375","4",
"852365902","626512992","159279309","2683.34","65.60000000000002","3.583","75.0","38.25","247.0","6.34","50.37","1159.0","300","161","92","9","1","0.5","65.60000000000002","3.583","303","91","240","5.75","76","12.625","4",
"852365903","626513240","159279850","2687.19","65.39999999999998","3.583","75.0","38.5","250.0","6.43","50.28","1151.0","300","160","92","9","1","0.5","65.39999999999998","3.583","296","92","242","5.75","76","12.5","4",
"852365904","626513440","159280444","2691.05","65.20000000000005","3.583","75.0","38.75","250.0","6.43","50.28","1123.0","300","161","93","9","1","0.0","65.20000000000005","3.583","291","92","246","5.75","76","12.5","3",
"852365905","626513607","159281042","2694.79","65.0","3.583","75.0","38.75","249.0","6.53","50.28","1126.0","300","160","93","9","1","0.5","65.0","3.583","285","94","246","5.75","75","11.625","3",
"852365906","626513777","159281644","2698.56","65.20000000000005","3.592","75.0","38.5","247.0","6.53","50.28","1129.0","300","160","94","9","1","0.0","65.20000000000005","3.592","286","94","236","5.75","75","11.625","3",
"852365907","626513942","159282212","2702.13","65.20000000000005","3.592","75.0","38.5","247.0","6.43","50.37","1131.0","300","160","94","9","1","0.0","65.20000000000005","3.592","286","94","236","5.625","75","12.25","3",
"852365908","626514187","159282737","2705.89","65.39999999999998","3.602","74.0","38.25","244.0","6.43","50.37","1135.0","300","160","94","9","1","0.0","65.39999999999998","3.602","293","94","232","5.625","75","12.25","3",
