record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.vertical_ratio[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.stance_time_percent[percent],record.stance_time[ms],record.stance_time_balance[percent],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"856075878","626502086","159315390","2997.66","58.60000000000002","3.322","76.0","7.12","1045.0","300","162","93","5","1","0.0","58.60000000000002","3.322","34.5","223.0","50.46","296","92","228","6.0","65380","78","12.875",
"856075879","626501725","159315418","3001.01","58.799999999999955","3.322","76.0","7.12","1059.0","300","163","93","5","1","0.0","58.799999999999955","3.322","35.0","225.0","50.46","296","92","228","6.125","65380","79","12.875",
"856075880","626501307","159315422","3004.91","58.799999999999955","3.284","75.0","7.03","1057.0","300","163","93","5","1","0.0","58.799999999999955","3.284","35.25","227.0","50.37","295","93","226","6.25","65380","79","13.125",
"856075881","626500881","159315406","3008.88","58.799999999999955","3.284","75.0","7.03","1053.0","300","163","93","5","1","0.5","58.799999999999955","3.284","35.25","226.0","50.37","297","93","226","6.25","65380","79","13.125",
"856075882","626500447","159315424","3012.91","58.799999999999955","3.303","75.0","7.03","1052.0","300","164","93","5","1","0.5","58.799999999999955","3.303","35.25","226.0","50.28","294","93","226","6.125","65380","79","13.0",
"856075883","626500065","159315367","3016.49","58.799999999999955","3.35","74.0","6.9","1055.0","300","162","93","5","1","0.5","58.799999999999955","3.35","35.25","226.0","50.28","302","93","222","6.125","65380","79","13.125",
"856075884","626499659","159315449","3020.29","58.799999999999955","3.387","75.0","6.9","1064.0","300","163","93","5","1","0.0","58.799999999999955","3.387","35.25","226.0","50.28","307","92","222","6.125","65380","80","12.875",
"856075885","626499242","159315413","3024.18","58.60000000000002","3.387","75.0","6.81","1092.0","300","164","93","5","1","0.0","58.60000000000002","3.387","35.25","227.0","50.28","307","92","220","6.25","65379","80","13.0",
"856075886","626498851","159315450","3027.82","58.60000000000002","3.396","76.0","6.71","1103.0","300","163","93","5","1","0.0","58.60000000000002","3.396","35.0","226.0","50.28","296","92","220","6.25","65379","80","13.25",
"856075887","626498461","159315401","3031.47","58.39999999999998","3.406","76.0","6.71","1110.0","300","164","92","5","1","0.5","58.39999999999998","3.406","35.25","229.0","50.28","295","92","226","6.25","65379","80","13.25",
"856075888","626498086","159315412","3034.95","58.60000000000002","3.406","76.0","6.71","1111.0","300","164","93","5","1","0.0","58.60000000000002","3.406","35.5","230.0","50.37","295","93","226","6.25","65379","80","13.0",
"856075889","626497699","159315342","3038.55","58.60000000000002","3.406","76.0","6.71","1109.0","300","163","93","5","1","0.0","58.60000000000002","3.406","35.5","229.0","50.37","290","92","228","6.125","65379","79","12.75",
"856075890","626497379","159315135","3041.66","58.60000000000002","3.406","77.0","6.71","1113.0","300","164","92","5","1","0.5","58.60000000000002","3.406","36.0","234.0","50.37","300","94","228","6.125","65379","79","12.625",
"856075891","626497119","159314695","3045.1","58.799999999999955","3.406","76.0","6.71","1094.0","300","164","93","5","1","0.0","58.799999999999955","3.406","36.0","233.0","50.37","300","91","228","6.125","65380","79","12.5",
"856075892","626496943","159314198","3048.31","58.799999999999955","3.406","75.0","6.71","1090.0","300","164","93","5","1","0.5","58.799999999999955","3.406","35.75","230.0","50.37","301","91","232","6.125","65380","79","12.5",
"856075893","626496835","159313606","3051.8","58.799999999999955","3.396","75.0","6.71","1084.0","300","165","93","5","1","0.5","58.799999999999955","3.396","35.75","230.0","50.37","303","94","230","6.25","65380","80","12.0",
"856075894","626496751","159313045","3055.09","58.799999999999955","3.396","75.0","6.71","1083.0","300","164","93","5","1","0.5","58.799999999999955","3.396","35.5","229.0","50.37","297","94","230","6.25","65380","80","12.0",
"856075895","626496629","159312477","3058.5","58.799999999999955","3.396","75.0","6.81","1079.0","300","165","93","5","1","0.5","58.799999999999955","3.396","35.5","229.0","50.37","301","94","228","5.75","65380","76","12.25",
"856075896","626496504","159311856","3062.21","58.60000000000002","3.387","75.0","6.81","1079.0","300","165","93","5","1","0.5","58.60000000000002","3.387","35.75","230.0","50.37","301","95","228","5.875","65380","77","12.375",
"856075897","626496303","159311240","3066.15","58.799999999999955","3.387","75.0","6.9","1075.0","300","164","93","5","1","0.5","58.799999999999955","3.387","35.5","229.0","50.28","299","92","228","5.875","65380","78","12.375",
"856075898","626496199","159310628","3069.76","58.799999999999955","3.396","76.0","6.9","1075.0","300","165","93","5","1","0.5","58.799999999999955","3.396","36.0","231.0","50.28","304","93","228","6.0","65380","78","12.625",
"856075899","626496053","159310028","3073.42","59.0","3.406","75.0","6.81","1083.0","300","164","93","5","1","0.0","59.0","3.406","36.5","235.0","50.37","304","93","230","6.0","65380","78","12.625",
"856075900","626495901","159309350","3077.53","59.200000000000045","3.406","75.0","6.81","1088.0","300","165","93","5","1","0.0","59.200000000000045","3.406","36.25","234.0","50.5","313","93","228","6.125","65380","79","12.875",
"856075901","626495758","159308753","3081.18","59.200000000000045","3.415","75.0","6.71","1093.0","300","166","93","5","1","0.0","59.200000000000045","3.415","36.25","233.0","50.5","313","93","228","6.0","65380","78","12.875",
"856075902","626495560","159308064","3085.5","59.200000000000045","3.424","75.0","6.62","1103.0","300","165","93","5","1","0.0","59.200000000000045","3.424","35.75","231.0","50.5","317","93","226","6.0","65380","78","12.75",
"856075903","626495499","159307494","3088.79","59.200000000000045","3.443","75.0","6.62","1124.0","300","166","93","5","1","0.0","59.200000000000045","3.443","35.75","230.0","50.5","317","93","226","6.125","65380","79","12.875",
"856075904","626495374","159306946","3092.1","59.200000000000045","3.462","75.0","6.43","1131.0","300","165","93","5","1","0.5","59.200000000000045","3.462","35.75","229.0","50.5","320","93","226","6.125","65380","79","12.75",
"856075905","626495288","159306391","3095.35","59.200000000000045","3.462","74.0","6.43","1134.0","300","164","93","5","1","0.5","59.200000000000045","3.462","36.0","229.0","50.4","320","93","226","6.125","65380","79","12.625",
"856075906","626495126","159305848","3098.78","59.200000000000045","3.462","74.0","6.34","1140.0","300","165","93","5","1","0.5","59.200000000000045","3.462","35.5","229.0","50.4","320","93","224","6.125","65380","79","12.75",
"856075907","626494922","159305310","3102.36","59.200000000000045","3.452","74.0","6.34","1129.0","300","165","93","5","1","0.5","59.200000000000045","3.452","35.5","228.0","50.4","320","93","224","6.25","65380","80","13.0",
"856075908","626494829","159304746","3105.69","59.200000000000045","3.452","73.0","6.34","1105.0","300","165","94","5","1","0.0","59.200000000000045","3.452","35.25","225.0","50.4","321","93","220","6.125","65380","79","13.25",
"856075909","626494732","159304127","3109.32","59.200000000000045","3.443","73.0","6.43","1091.0","300","165","94","5","1","0.0","59.200000000000045","3.443","35.25","225.0","50.28","321","94","220","6.125","65380","79","13.5",
"856075910","626494655","159303505","3112.93","59.200000000000045","3.434","73.0","6.53","1084.0","300","165","94","5","1","0.0","59.200000000000045","3.434","35.25","225.0","50.18","322","94","222","6.0","65380","79","12.75",
"856075911","626494592","159302942","3116.18","59.200000000000045","3.434","73.0","6.53","1079.0","300","165","94","5","1","0.0","59.200000000000045","3.434","35.25","225.0","50.18","321","94","224","6.0","65380","78","12.875",
"856075912","626494571","159302357","3119.51","59.200000000000045","3.434","73.0","6.53","1078.0","300","165","93","5","1","0.5","59.200000000000045","3.434","35.5","228.0","50.18","321","93","224","6.0","65380","79","12.75",
"856075913","626494562","159301783","3122.77","59.39999999999998","3.434","73.0","6.53","1077.0","300","165","93","5","1","0.5","59.39999999999998","3.434","35.5","227.0","50.18","321","93","224","6.0","65380","79","12.75",
"856075914","626494465","159301149","3126.47","59.39999999999998","3.415","73.0","6.53","1064.0","300","166","93","5","1","0.5","59.39999999999998","3.415","36.0","230.0","50.18","322","93","224","6.125","65380","80","12.875",
"856075915","626494274","159300519","3130.45","59.39999999999998","3.415","72.2","6.62","1050.0","300","166","94","5","1","0.0","59.39999999999998","3.415","36.0","229.0","50.18","315","94","222","6.125","65380","79","13.0",
"856075916","626494097","159299846","3134.61","59.39999999999998","3.424","72.2","6.62","1056.0","300","165","94","5","1","0.0","59.39999999999998","3.424","35.75","228.0","50.28","316","93","222","6.125","65380","79","13.125",
"856075917","626493979","159299157","3138.67","59.39999999999998","3.434","73.0","6.62","1064.0","300","166","94","5","1","0.0","59.39999999999998","3.434","35.5","226.0","50.28","314","95","222","6.125","0","79","13.375",
"856075918","626493856","159298417","3143.02","59.39999999999998","3.443","73.0","6.62","1082.0","300","165","94","5","1","0.0","59.39999999999998","3.443","35.5","226.0","50.28","311","92","222","6.0","65380","79","13.375",
"856075919","626493818","159297770","3146.71","59.39999999999998","3.452","73.0","6.53","1112.0","300","165","94","5","1","0.0","59.39999999999998","3.452","35.25","226.0","50.28","316","94","222","6.0","65380","79","13.125",
"856075920","626493719","159297151","3150.35","59.39999999999998","3.48","73.0","6.43","1140.0","300","166","93","5","1","0.5","59.39999999999998","3.48","35.5","228.0","50.28","314","94","222","6.125","65380","79","13.125",
"856075921","626493654","159296532","3153.9","59.39999999999998","3.49","73.0","6.34","1144.0","300","165","94","5","1","0.5","59.39999999999998","3.49","35.75","227.0","50.46","314","93","222","6.125","65380","79","13.0",
"856075922","626493608","159295919","3157.4","59.39999999999998","3.49","72.2","6.25","1141.0","300","165","95","5","1","0.5","59.39999999999998","3.49","35.75","226.0","50.46","312","93","222","6.125","65380","79","13.125",
"856075923","626493611","159295337","3160.72","59.39999999999998","3.49","71.2","6.25","1135.0","300","164","95","5","1","0.5","59.39999999999998","3.49","36.25","228.0","50.56","319","96","222","6.25","65380","80","13.125",
"856075924","626493619","159294765","3163.97","59.39999999999998","3.49","71.2","6.25","1123.0","300","165","96","5","1","0.0","59.39999999999998","3.49","36.0","227.0","50.68","311","96","218","5.75","65380","77","13.25",
"856075925","626493596","159294082","3167.85","59.39999999999998","3.49","71.2","6.34","1115.0","300","166","96","5","1","0.0","59.39999999999998","3.49","36.5","228.0","50.78","314","96","216","5.75","65380","78","13.375",
"856075926","626493574","159293317","3172.2","59.39999999999998","3.499","73.0","6.34","1112.0","300","165","96","5","1","0.0","59.39999999999998","3.499","36.25","227.0","50.78","314","96","214","5.75","65380","78","13.375",
"856075927","626493610","159292736","3175.53","59.39999999999998","3.499","74.0","6.43","1120.0","300","166","95","5","1","0.5","59.39999999999998","3.499","36.0","226.0","50.78","313","95","218","5.75","65380","78","13.5",
"856075928","626493534","159292024","3179.61","59.200000000000045","3.518","74.0","6.25","1140.0","300","164","94","5","1","0.5","59.200000000000045","3.518","36.0","229.0","50.78","305","94","220","5.875","65380","78","13.125",
"856075929","626493503","159291357","3183.41","59.200000000000045","3.518","74.0","6.25","1149.0","300","165","94","5","1","0.0","59.200000000000045","3.518","35.75","228.0","50.87","298","94","222","6.0","65380","79","13.375",
"856075930","626493393","159290629","3187.64","59.200000000000045","3.527","74.0","6.25","1150.0","300","165","94","5","1","0.0","59.200000000000045","3.527","35.75","228.0","50.87","300","94","224","6.125","65380","79","13.25",
"856075931","626493360","159290016","3191.14","59.200000000000045","3.527","74.0","6.25","1154.0","300","165","94","5","1","0.0","59.200000000000045","3.527","35.5","226.0","50.78","300","93","224","6.0","65380","79","13.125",
"856075932","626493387","159289402","3194.64","59.200000000000045","3.546","74.0","6.25","1159.0","300","165","93","5","1","0.5","59.200000000000045","3.546","36.0","230.0","50.68","298","93","226","6.0","65380","79","12.875",
"856075933","626493322","159288720","3198.57","59.200000000000045","3.546","73.0","6.12","1162.0","300","165","94","5","1","0.0","59.200000000000045","3.546","36.25","232.0","50.78","292","94","228","6.125","65380","79","12.875",
"856075934","626493178","159288078","3202.41","59.200000000000045","3.546","73.0","6.12","1162.0","300","165","94","5","1","0.0","59.200000000000045","3.546","36.75","234.0","50.87","295","94","226","6.125","65380","80","12.75",
"856075935","626493095","159287365","3206.53","59.200000000000045","3.555","73.0","6.12","1160.0","300","166","94","5","1","0.0","59.200000000000045","3.555","36.75","234.0","50.87","304","94","224","5.875","65380","78","12.625",
